"workload","german","other","englischvideo"
"17.188233333333336","17.188233333333336","68.05911666666667","17.188233333333336"
"10.0259","10.0259","238.21123333333335","7.847366666666667"
"22.710766666666668","22.710766666666668","115.10958333333333","22.710766666666668"
"128.30548333333334","128.30548333333334","256.5717","128.30548333333334"
"18.278183333333335","18.278183333333335","163.27718333333334","18.278183333333335"
"444.5953666666667","444.5953666666667","4.035166666666667","0.6226166666666667"
"1.4900166666666665","1.4900166666666665","4.1527666666666665","3.9597166666666666"
"0.6226166666666667","0.6226166666666667","8.662049999999999","12.827566666666668"
"174.44633333333334","174.44633333333334","216.59336666666664","65.97455"
"261.39888333333334","261.39888333333334","199.51645000000002","0.3999166666666667"
"36.345816666666664","36.345816666666664","437.88851666666665","2.7324833333333336"
"5.127300000000001","5.127300000000001","27.8396","0.6878166666666666"
"67.49855000000001","67.49855000000001","1071.7849666666668","2.9534333333333334"
"8.798416666666666","8.798416666666666","204.89218333333335","68.05911666666667"
"524.1239666666667","524.1239666666667","170.75888333333333 ","19.050116666666668"
"189.72003333333333","189.72003333333333",,"148.03286666666668"
"60.43601666666667","60.43601666666667",,"187.20098333333334"
"56.20328333333333","56.20328333333333",,"115.10958333333333"
"7.5211500000000004","7.5211500000000004",,"77.27215"
"2.9534333333333334","2.9534333333333334",,"4.1527666666666665"
"68.05911666666667","195.75646666666668",,"0.3718166666666667"
"238.21123333333335","481.36451666666665",,"216.59336666666664"
"195.75646666666668","48.12438333333333",,"44.266466666666666"
"481.36451666666665","35.892383333333335",,"87.36451666666667"
"48.12438333333333","187.20098333333334",,"331.7698833333334"
"35.892383333333335","176.95431666666667",,"300.1622666666667"
"187.20098333333334","11.715616666666667",,"0.6194333333333333"
"115.10958333333333","328.5580166666667",,"20.6985"
"256.5717","230.20896666666667",,
"163.27718333333334",,,
"176.95431666666667",,,
"4.035166666666667",,,
"4.1527666666666665",,,
"8.662049999999999",,,
"11.715616666666667",,,
"216.59336666666664",,,
"328.5580166666667",,,
"199.51645000000002",,,
"437.88851666666665",,,
"27.8396",,,
"1071.7849666666668",,,
"204.89218333333335",,,
"170.75888333333333",,,
"230.20896666666667 ",,,
